global_index,sampled_episode_position,source_record_index,episode_id,step_id,app,package,app_key,task_key,image_path,image_sha256,width,height,dhash64,tile_rows,tile_cols,has_history,history_comparisons,exact_sha256_match,min_dhash_hamming,max_tile_unchanged_ratio,nearest_global_index,nearest_episode_id,nearest_step_id,nearest_image_sha256,nearest_same_episode,nearest_same_task,nearest_same_app,current_cache_config_hit_type,current_cache_config_hit,dhash_le_0,dhash_le_2,dhash_le_4,dhash_le_8,dhash_le_16,tile_ge_0.9,tile_ge_0.95,tile_ge_0.98,tile_ge_0.99
1263,232,1262,5836,2,,,,GO to the google drive and open the settings and show the storage,data/androidcontrol_1000/images/episode_5836/step_2.png,0797abd49871820438ff73c2bc3ca63a47681b3a346598016f0822126cbae546,1080,2400,736363733333030f,8,16,True,1262,False,6,0.0859375,602,2606,3,b9a91f7c2b0108ddb2f79f6b2ece3e1267c00ed660c9e1f5d3a5192f5b47ae39,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1264,233,1263,5876,0,,,,Show me the reviews of other buyers of FORCLAZ hiking poles on the Decathlon app.,data/androidcontrol_1000/images/episode_5876/step_0.png,0f7dec0ed35b29a8a71e18dec5322047cd692700c1d4d5dab1fa290bce37f707,1080,2400,4dccc864981b9bda,8,16,True,1263,False,18,0.0390625,922,4331,0,623754723abfc8cb142b2722ffcb43d817e4a7ca0fbbd108b64bbb5590c51035,False,False,,miss,False,False,False,False,False,False,False,False,False,False
1265,234,1264,5897,0,,,,"Open Sound Recorder Plus app, Save the current recording with the title Mike in the recording folder",data/androidcontrol_1000/images/episode_5897/step_0.png,4167156015d3c597140d87762c7e5cb478eab95560a20516ecc9cc3e883a64ce,1080,2400,2c496d6d69304c4c,8,16,True,1264,False,8,0.296875,256,1003,7,207439037425a8e1176f6f2fe16839cd6c14bf55d3ab0611d0561567f5134865,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1266,234,1265,5897,1,,,,"Open Sound Recorder Plus app, Save the current recording with the title Mike in the recording folder",data/androidcontrol_1000/images/episode_5897/step_1.png,ecc7e5d34e930910a39fec21be5a21c8e3ab8de6860d295b1bf963578a7328d5,1080,2400,c1e870261254d4f0,8,16,True,1265,False,19,0.0546875,638,2727,0,7a3513658b7d7a56d73dcffa457f3f7c060afc3e3f739473c6e51f4370e78d75,False,False,,miss,False,False,False,False,False,False,False,False,False,False
1267,234,1266,5897,2,,,,"Open Sound Recorder Plus app, Save the current recording with the title Mike in the recording folder",data/androidcontrol_1000/images/episode_5897/step_2.png,507594d31d97d0fc7b16e9524836e527436c501fc124c400c368955598384b99,1080,2400,c2c3490990120f03,8,16,True,1266,False,8,0.1328125,582,2545,4,c4161fb92a64b378df6dc5a65bd105a1a4f0d8b64b33b1fff1f27602c5f17a81,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1268,234,1267,5897,3,,,,"Open Sound Recorder Plus app, Save the current recording with the title Mike in the recording folder",data/androidcontrol_1000/images/episode_5897/step_3.png,545be10132f96814a0e5b30650d5e72995aa58a729a02aba9b26785682c52c60,1080,2400,c243092992120f03,8,16,True,1267,False,4,0.578125,1267,5897,2,507594d31d97d0fc7b16e9524836e527436c501fc124c400c368955598384b99,True,True,,miss,False,False,False,True,True,True,False,False,False,False
1269,234,1268,5897,4,,,,"Open Sound Recorder Plus app, Save the current recording with the title Mike in the recording folder",data/androidcontrol_1000/images/episode_5897/step_4.png,f212b71f3a192c7211afce82ede8e24122385f71f2ffbe538cbc63c42e728ca9,1080,2400,c2c3090914151b03,8,16,True,1268,False,8,0.6796875,1267,5897,2,507594d31d97d0fc7b16e9524836e527436c501fc124c400c368955598384b99,True,True,,miss,False,False,False,False,True,True,False,False,False,False
1270,235,1269,5917,0,,,,One of my Friend suggested that I record my voice with 32 kHz quality for a better audio file in the Smart recorder app.,data/androidcontrol_1000/images/episode_5917/step_0.png,511e5e9eacdd074b64153f8087b62aa49a23ef1509f91e5c0ee47f6a91723c5d,1440,3120,300102304c0c3203,8,16,True,1269,False,3,0.0,657,2867,0,088406909657881cd6e018a9ed8a529eac5be01fb49542844abf9f3445f3b564,False,False,,miss,False,False,False,True,True,True,False,False,False,False
1271,235,1270,5917,1,,,,One of my Friend suggested that I record my voice with 32 kHz quality for a better audio file in the Smart recorder app.,data/androidcontrol_1000/images/episode_5917/step_1.png,3bbcfe3ca98ec2c4fe220de1d440c3c465e5f7428e275adc1dccaddecfe1bf86,1440,3120,252526384c0c3203,8,16,True,1270,False,8,0.7734375,1270,5917,0,511e5e9eacdd074b64153f8087b62aa49a23ef1509f91e5c0ee47f6a91723c5d,True,True,,miss,False,False,False,False,True,True,False,False,False,False
1272,235,1271,5917,2,,,,One of my Friend suggested that I record my voice with 32 kHz quality for a better audio file in the Smart recorder app.,data/androidcontrol_1000/images/episode_5917/step_2.png,b569705924594922a1497c0b6d9c1359a6ab5aa5e8df5f3b631609e5a6eb3ee4,1440,3120,30396461707ca00c,8,16,True,1271,False,14,0.0,976,4611,2,7ec153a0e3ebf1bb188dfd0c96ff68f5d9d15de60b7e1476e61acbb88f243694,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1273,235,1272,5917,3,,,,One of my Friend suggested that I record my voice with 32 kHz quality for a better audio file in the Smart recorder app.,data/androidcontrol_1000/images/episode_5917/step_3.png,2aedb18cc25555a1e1a4ef40a67a8b35cce57a0dbac1e06fc724b8e9512b8564,1440,3120,30301d3d3d19200c,8,16,True,1272,False,13,0.0,1272,5917,2,b569705924594922a1497c0b6d9c1359a6ab5aa5e8df5f3b631609e5a6eb3ee4,True,True,,miss,False,False,False,False,False,True,False,False,False,False
1274,236,1273,5937,0,,,,Go to the Shopclues app and look for double-sided adhesive foam tape because I want to beautify my room.,data/androidcontrol_1000/images/episode_5937/step_0.png,77d58d84d1e7344ca2a9e48324efbd8da54330d65943f81bf9364219a3c07f0e,1080,2400,5d555796cc725555,8,16,True,1273,False,5,0.6875,772,3469,0,dbf5b0c2c317525a5278167233841345a797b5e3a65b5caa64ce765d614ba4e5,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1275,236,1274,5937,1,,,,Go to the Shopclues app and look for double-sided adhesive foam tape because I want to beautify my room.,data/androidcontrol_1000/images/episode_5937/step_1.png,ff90582a9850ff64d94b46cd250328972a6ae864a7aaf22319edcb1f64f31d19,1080,2400,c38342527333c949,8,16,True,1274,False,17,0.0,185,783,1,ce724c4fd9c0460190f0d704af0d3209c7398de98550f14228605e53289fe81f,False,False,,miss,False,False,False,False,False,False,False,False,False,False
1276,236,1275,5937,2,,,,Go to the Shopclues app and look for double-sided adhesive foam tape because I want to beautify my room.,data/androidcontrol_1000/images/episode_5937/step_2.png,1ce78a44d3cf6c66994016b2395581a1543c2856fea19774fc8206350f9efe37,1080,2400,608080808000000c,8,16,True,1275,False,2,0.6796875,791,3589,4,126476e23f3fef42c9db8ddc3020d27d5820cb5bd4903605deb73a82a9b1bfad,False,False,,miss,False,False,True,True,True,True,False,False,False,False
1277,236,1276,5937,3,,,,Go to the Shopclues app and look for double-sided adhesive foam tape because I want to beautify my room.,data/androidcontrol_1000/images/episode_5937/step_3.png,574fb1a6a9adb8b04c366c4d195912239fbc523b4ad9ef2e0a09ddafdc292f16,1080,2400,60808080846de0cc,8,16,True,1276,False,3,0.6171875,289,1144,8,5020534a86405e23e54df4975b4d967a661b98623d333ce0b1f53103f9a0216d,False,False,,miss,False,False,False,True,True,True,False,False,False,False
1278,236,1277,5937,4,,,,Go to the Shopclues app and look for double-sided adhesive foam tape because I want to beautify my room.,data/androidcontrol_1000/images/episode_5937/step_4.png,ef5590efef880873504d8630e777adf4435528a23b0e22f45941489de52153de,1080,2400,c48080808a28e4cc,8,16,True,1277,False,6,0.6953125,1277,5937,3,574fb1a6a9adb8b04c366c4d195912239fbc523b4ad9ef2e0a09ddafdc292f16,True,True,,miss,False,False,False,False,True,True,False,False,False,False
1279,236,1278,5937,5,,,,Go to the Shopclues app and look for double-sided adhesive foam tape because I want to beautify my room.,data/androidcontrol_1000/images/episode_5937/step_5.png,fbd1fbf5ac115493ff501620312142a925f4f1da4dedbdf95a8a5a445c7618c8,1080,2400,e08080808a2ae4cc,8,16,True,1278,False,3,0.8359375,1278,5937,4,ef5590efef880873504d8630e777adf4435528a23b0e22f45941489de52153de,True,True,,miss,False,False,False,True,True,True,False,False,False,False
1280,237,1279,5957,0,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_0.png,51283704a82c91d2529e095fc3af1d1082be632f64f5fe3b02d0c743b27516e1,1080,2400,f8794a727373738c,8,16,True,1279,False,16,0.0234375,1039,4753,5,5a470a294ab259906e93c409b1550ff07a63adadf24554fb34bc0c7055e1718d,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1281,237,1280,5957,1,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_1.png,6e4bc3ed86758093b7ebfd258a0bfd59891e8bf2b704a4d75092e4e8f5fedda1,1080,2400,325a58787800108a,8,16,True,1280,False,14,0.046875,1206,5555,3,0d7d20b6724875f1739a4eb29c9a7c59cc7f266cc0bc25a9cffb217bb206f40b,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1282,237,1281,5957,2,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_2.png,03801a7c7b7716e3582e60757e2acb06d7e7b05b6e7e05de04ee2ec390b78e89,1080,2400,dcf8b1b66c4d8f5e,8,16,True,1281,False,19,0.0703125,1281,5957,1,6e4bc3ed86758093b7ebfd258a0bfd59891e8bf2b704a4d75092e4e8f5fedda1,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1283,237,1282,5957,3,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_3.png,d3962e3ece1cbf9c299db6bec2bed90d5177832ce4674fa3c1f9a286907a62ba,1080,2400,14567f2f5767594d,8,16,True,1282,False,13,0.0234375,1281,5957,1,6e4bc3ed86758093b7ebfd258a0bfd59891e8bf2b704a4d75092e4e8f5fedda1,True,True,,miss,False,False,False,False,False,True,False,False,False,False
1284,237,1283,5957,4,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_4.png,6ea60b9ab7e3be1262c8f525215cf4b2a9a72ff9e77c3840ebc62e94d902d6aa,1080,2400,386969ded8dfdf8f,8,16,True,1283,False,18,0.171875,1281,5957,1,6e4bc3ed86758093b7ebfd258a0bfd59891e8bf2b704a4d75092e4e8f5fedda1,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1285,237,1284,5957,5,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_5.png,10294f84f9a1f1ed350219c7b7dd88cbe2cfe95cd55f3e41a06e0ff9a6130ce3,1080,2400,10df87367474140f,8,16,True,1284,False,20,0.0390625,1283,5957,3,d3962e3ece1cbf9c299db6bec2bed90d5177832ce4674fa3c1f9a286907a62ba,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1286,237,1285,5957,6,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_6.png,472d118757bcf272399558f6d0c5cbf891a03a7a2eee3eb4c39cab2bd90cdd79,1080,2400,10746b9e26941e07,8,16,True,1285,False,19,0.0078125,1283,5957,3,d3962e3ece1cbf9c299db6bec2bed90d5177832ce4674fa3c1f9a286907a62ba,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1287,237,1286,5957,7,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_7.png,55fa1f22cc1057ac822ad9398bc9a79f330ac3b70c5f45220558d23aa8c0414a,1080,2400,3887477b672c1c07,8,16,True,1286,False,15,0.0078125,1283,5957,3,d3962e3ece1cbf9c299db6bec2bed90d5177832ce4674fa3c1f9a286907a62ba,True,True,,miss,False,False,False,False,False,True,False,False,False,False
1288,237,1287,5957,8,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_8.png,0893c7d061f3334ff93983d8cc5b1515b3bdf631781a9601c785b255bf59ce4d,1080,2400,701f03637d797365,8,16,True,1287,False,13,0.125,1287,5957,7,55fa1f22cc1057ac822ad9398bc9a79f330ac3b70c5f45220558d23aa8c0414a,True,True,,miss,False,False,False,False,False,True,False,False,False,False
1289,237,1288,5957,9,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_9.png,5037ee70e0048b3f778c2f2597575a0cb497b4819c6702467bc9364cd002e9d1,1080,2400,186795d05b5f66e4,8,16,True,1288,False,20,0.1171875,1288,5957,8,0893c7d061f3334ff93983d8cc5b1515b3bdf631781a9601c785b255bf59ce4d,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1290,237,1289,5957,10,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_10.png,13cb23b7f69789816077d1ab506e0268389636fb747b545466b87c966a954013,1080,2400,1866e63423830f1f,8,16,True,1289,False,18,0.125,1289,5957,9,5037ee70e0048b3f778c2f2597575a0cb497b4819c6702467bc9364cd002e9d1,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1291,237,1290,5957,11,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_11.png,9d7d97c0c2aef7d584d27a912a942459e203c69bd7f46c1ab2030d0ea387b9bb,1080,2400,106b1d4f6bc9c0e0,8,16,True,1290,False,19,0.1171875,1289,5957,9,5037ee70e0048b3f778c2f2597575a0cb497b4819c6702467bc9364cd002e9d1,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1292,237,1291,5957,12,,,,"I am going to prepare  vegan spinach and  mushroom lasagna for myself but dont know how to do so , Find the recipe for the same and launch it in the kitchen stories  app .",data/androidcontrol_1000/images/episode_5957/step_12.png,fa58309726e8e81f47b58418e5e2992939026be31b29f066fab1b697e8d91755,1080,2400,38c2f0c7734f570f,8,16,True,1291,False,19,0.125,1289,5957,9,5037ee70e0048b3f778c2f2597575a0cb497b4819c6702467bc9364cd002e9d1,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1293,238,1292,5977,0,,,,Open RapidBox app and search for Atom Men Blue Casual Sneaker.,data/androidcontrol_1000/images/episode_5977/step_0.png,6891aec35bcf0115ba7e255c70a44ee335aa5a4595916d30bb0f479cbf5dc0d0,1080,2400,738c4e998c339cce,8,16,True,1292,False,13,0.0078125,164,682,0,11ff094bb3b0795e01d3f86a918fe7b8349be48c3d691864d1af46e1ba07f120,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1294,238,1293,5977,1,,,,Open RapidBox app and search for Atom Men Blue Casual Sneaker.,data/androidcontrol_1000/images/episode_5977/step_1.png,a41e100f30120fc88e616a2283d09dd65fc27e9c9a8795be3d4e7d714e2f5442,1080,2400,d455f8f296969296,8,16,True,1293,False,16,0.0,416,1564,1,4919222bcb7c6d6bfdac828a21655cd800c640cd898adfa86a2d8103eef4d7cb,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1295,238,1294,5977,2,,,,Open RapidBox app and search for Atom Men Blue Casual Sneaker.,data/androidcontrol_1000/images/episode_5977/step_2.png,16646084b9066ebb535bc71bea6c2fd7e1b6d4a864240c1b554cbf566a81953d,1080,2400,b088a800406de4cc,8,16,True,1294,False,8,0.375,168,702,2,6605137e00dd06650648529c902b71f7fc6927d46496f04edf6bab6f029e019f,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1296,238,1295,5977,3,,,,Open RapidBox app and search for Atom Men Blue Casual Sneaker.,data/androidcontrol_1000/images/episode_5977/step_3.png,01fa019159342643458189749c201e8ed62778d4325d5fd4526a6ff05c2e00f6,1080,2400,b8808180822ce4cc,8,16,True,1295,False,5,0.4375,1295,5977,2,16646084b9066ebb535bc71bea6c2fd7e1b6d4a864240c1b554cbf566a81953d,True,True,,miss,False,False,False,False,True,True,False,False,False,False
1297,239,1296,5997,0,,,,Save the Toolclick location in the Google Maps app because I frequently go there for new gardening tools.,data/androidcontrol_1000/images/episode_5997/step_0.png,faa32d67ee6b454fc47aef6fa82ff3747fbe8ff40fba2acecf7b8d7278453a2c,1080,2400,c38480e11600e480,8,16,True,1296,False,14,0.015625,862,4011,1,b5c5ce05c12fdb1e6fe38eca55521a9329971ae81b736a9130ee420752176300,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1298,239,1297,5997,1,,,,Save the Toolclick location in the Google Maps app because I frequently go there for new gardening tools.,data/androidcontrol_1000/images/episode_5997/step_1.png,3018e3596674679c0f7fda4742047458d404f368625fc5dd52d7e6ef3601b66d,1080,2400,0f28c0040383a6e6,8,16,True,1297,False,17,0.0,561,2425,1,944880612552fc3a78b87d41f7186f1a5a0dce78f45d8ad74e25a195c07b88b9,False,False,,miss,False,False,False,False,False,False,False,False,False,False
1299,239,1298,5997,2,,,,Save the Toolclick location in the Google Maps app because I frequently go there for new gardening tools.,data/androidcontrol_1000/images/episode_5997/step_2.png,f11bd62af95d33f7843f1d4fcb04b1f4d030edbba7586dcdc688728f4a78a2d0,1080,2400,c393c2c04015342c,8,16,True,1298,False,15,0.0078125,793,3609,0,4208f5eb3a96ead9086a511f258e93bf41822a1f3545a576e916478483b35b05,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1300,239,1299,5997,3,,,,Save the Toolclick location in the Google Maps app because I frequently go there for new gardening tools.,data/androidcontrol_1000/images/episode_5997/step_3.png,2e6679aff175542a0efbcf33de8dbfb21262c331a63c3a2bc09bb868beb80862,1080,2400,cbc202001415342c,8,16,True,1299,False,11,0.3671875,1299,5997,2,f11bd62af95d33f7843f1d4fcb04b1f4d030edbba7586dcdc688728f4a78a2d0,True,True,,miss,False,False,False,False,False,True,False,False,False,False
1301,239,1300,5997,4,,,,Save the Toolclick location in the Google Maps app because I frequently go there for new gardening tools.,data/androidcontrol_1000/images/episode_5997/step_4.png,95e8945aa17e872eb7aabdb04a47ffeeb02cc5962b265b32d181a9423910b06e,1080,2400,db2406b480e08383,8,16,True,1300,False,16,0.0,889,4191,3,1f7abbd8b4d96faae726a0c4441819866f1c363b632e00048ce4e561bb9ee15d,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1302,239,1301,5997,5,,,,Save the Toolclick location in the Google Maps app because I frequently go there for new gardening tools.,data/androidcontrol_1000/images/episode_5997/step_5.png,080295055680d092374defdf1c95025b30fc238e299fadc175d676835e65d95c,1080,2400,92c3c3c3c3c30030,8,16,True,1301,False,15,0.25,584,2545,6,b218fc69d5f15f6ccf676a3e0408f163a78b211e76bc46e0986c7a1cf3348987,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1303,239,1302,5997,6,,,,Save the Toolclick location in the Google Maps app because I frequently go there for new gardening tools.,data/androidcontrol_1000/images/episode_5997/step_6.png,fac1d9f154185bff6782cce43b0af366ca3cf0067a7fb6cda5e9a9e5758eab2b,1080,2400,52c3c3c2c2c3c330,8,16,True,1302,False,8,0.4921875,1302,5997,5,080295055680d092374defdf1c95025b30fc238e299fadc175d676835e65d95c,True,True,,miss,False,False,False,False,True,True,False,False,False,False
1304,240,1303,6018,0,,,,"View the axion iron glossy handlesets(silver,gold)",data/androidcontrol_1000/images/episode_6018/step_0.png,f9158d1d1d142e309e0df99f7806526f9deab55646fa966dc49409dc007de1c3,1080,2400,c5ad63c33ca81a18,8,16,True,1303,False,19,0.046875,172,743,0,6a8a15e283f3de6439b8507c24aa0d864d2bcd40a55b3b251950c66662857c92,False,False,,miss,False,False,False,False,False,False,False,False,False,False
1305,240,1304,6018,1,,,,"View the axion iron glossy handlesets(silver,gold)",data/androidcontrol_1000/images/episode_6018/step_1.png,085c6d927512fdd0c757eb25800e39a9be2e8e70fccaef8e49564d8dcd1da9c9,1080,2400,c71838781880e6e6,8,16,True,1304,False,19,0.109375,1304,6018,0,f9158d1d1d142e309e0df99f7806526f9deab55646fa966dc49409dc007de1c3,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1306,241,1305,6038,0,,,,"I want to search for a text that is ""Knowledge"" in the Yerma book in the ReadEra app.",data/androidcontrol_1000/images/episode_6038/step_0.png,c311d9315d6d95f83eca6923d3ad6ba161793c6e1b6c586c2735aa70c3f97b61,1080,2400,2d55c0c0c0c0c04c,8,16,True,1305,False,9,0.140625,1138,5294,2,53cfdf20c13d5fe062e7bb9a7b8ece7a922900f2bd069b4811176dfaf0529b0e,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1307,241,1306,6038,1,,,,"I want to search for a text that is ""Knowledge"" in the Yerma book in the ReadEra app.",data/androidcontrol_1000/images/episode_6038/step_1.png,4a7e331a550782e3ba5b5add2c016495fab1b3ae3df4a18130ca61d32bdacb10,1080,2400,30010011c46de4cc,8,16,True,1306,False,5,0.375,523,2264,6,cfbebf8ea082b1c4063000888e38fcfc3f2318da92cce79a12ffb9e83717c658,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1308,241,1307,6038,2,,,,"I want to search for a text that is ""Knowledge"" in the Yerma book in the ReadEra app.",data/androidcontrol_1000/images/episode_6038/step_2.png,9e5d540f1540c189bd0ae49e183336d2c782b89cd16b4e54ad8bf794ae374049,1080,2400,30100051ac2ce0cc,8,16,True,1307,False,6,0.75,1307,6038,1,4a7e331a550782e3ba5b5add2c016495fab1b3ae3df4a18130ca61d32bdacb10,True,True,,miss,False,False,False,False,True,True,False,False,False,False
1309,241,1308,6038,3,,,,"I want to search for a text that is ""Knowledge"" in the Yerma book in the ReadEra app.",data/androidcontrol_1000/images/episode_6038/step_3.png,11d2f0f2db8d95540e4a1eeaff6783e3d07dca901cd10c100f9b68213af26266,1080,2400,345f80000000000c,8,16,True,1308,False,6,0.484375,795,3609,2,6036a30c79f3751fab9c286740941aed9a80e2aeb692f24d5f98a0acccd9b6fb,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1310,241,1309,6038,4,,,,"I want to search for a text that is ""Knowledge"" in the Yerma book in the ReadEra app.",data/androidcontrol_1000/images/episode_6038/step_4.png,7a3da82a7ec11a98057c23901f81130e052ba062461769e28e755c7f296c0366,1080,2400,d0c0c0c0c0c0c086,8,16,True,1309,False,8,0.15625,477,2084,0,1814b11fb0be6581aec1d880d2c696cfd67ccc5dec71f5ad28cb9549c7e40db3,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1311,242,1310,6058,0,,,,See my daily progress by using the Mi Fitness app.,data/androidcontrol_1000/images/episode_6058/step_0.png,c62699b2fda1afd5c2811272b5d1444df4423e67106711ff805ca3e5f1c11c98,1080,2400,797961c272cd8d54,8,16,True,1310,False,17,0.0390625,10,60,1,d98571d5a1cac702df2760c400d16e9c0d159a9a09aff4fbca098712febf616b,False,False,,miss,False,False,False,False,False,False,False,False,False,False
1312,242,1311,6058,1,,,,See my daily progress by using the Mi Fitness app.,data/androidcontrol_1000/images/episode_6058/step_1.png,9b6680c9df68d2d13e02fff1aae8ef047f41ee5938d9debbd8e4621b4c8fc266,1080,2400,712745477d6d5755,8,16,True,1311,False,15,0.0625,1311,6058,0,c62699b2fda1afd5c2811272b5d1444df4423e67106711ff805ca3e5f1c11c98,True,True,,miss,False,False,False,False,False,True,False,False,False,False
1313,242,1312,6058,2,,,,See my daily progress by using the Mi Fitness app.,data/androidcontrol_1000/images/episode_6058/step_2.png,1eec57ae355b95c4577319f057ed4551c0f5120f5d6e62cac4858725484abb4e,1080,2400,8d4d172d4d73331d,8,16,True,1312,False,17,0.0234375,1312,6058,1,9b6680c9df68d2d13e02fff1aae8ef047f41ee5938d9debbd8e4621b4c8fc266,True,True,,miss,False,False,False,False,False,False,False,False,False,False
1314,243,1313,6119,0,,,,"Create a document with the text ""The train does not leave at 12 AM"" in Polaris Office.",data/androidcontrol_1000/images/episode_6119/step_0.png,2a2d7eeba97dff3c21d53d729164eb52076a675e0a55f47a7b0feb3969a1c902,1080,2400,381800000000200d,8,16,True,1313,False,5,0.09375,1230,5655,5,0b99241d2f016e75bfda73f28f27344ca18ee223471d3f8b3821fcc29f5d4957,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1315,243,1314,6119,1,,,,"Create a document with the text ""The train does not leave at 12 AM"" in Polaris Office.",data/androidcontrol_1000/images/episode_6119/step_1.png,5531fd44e3083438bac82d69e04fe16f34f58567ddc2ae2a4eb3bb25ae4afe6b,1080,2400,9e9d19218196b3a1,8,16,True,1314,False,20,0.0,142,622,2,178766fae9b1203cecc1da223ecc70145960480d0d0d471237ee018cff3065c3,False,False,,miss,False,False,False,False,False,False,False,False,False,False
1316,243,1315,6119,2,,,,"Create a document with the text ""The train does not leave at 12 AM"" in Polaris Office.",data/androidcontrol_1000/images/episode_6119/step_2.png,60d93388a7e7640082a9fe912821590124937694879df9dc9f7bab4c6760dc5a,1080,2400,8a84d21606001070,8,16,True,1315,False,7,0.4296875,1224,5615,0,376527d15ef8325958c30265d1d4e4650fca3c44fc02dedded87f4aca1dd034d,False,False,,miss,False,False,False,False,True,True,False,False,False,False
1317,243,1316,6119,3,,,,"Create a document with the text ""The train does not leave at 12 AM"" in Polaris Office.",data/androidcontrol_1000/images/episode_6119/step_3.png,cd73309b623468e12052c73ddb2fdc7ce5bb9bfaabd64f81adb0af73156b0137,1080,2400,8a88b33e6c2b330c,8,16,True,1316,False,18,0.0,932,4351,1,3094f2416fd97466440ca5949c2bfaea071693fd8a8b5b62dc965326a1dc095e,False,False,,miss,False,False,False,False,False,False,False,False,False,False
1318,243,1317,6119,4,,,,"Create a document with the text ""The train does not leave at 12 AM"" in Polaris Office.",data/androidcontrol_1000/images/episode_6119/step_4.png,6ef3e76ad36144cd5593770c258919c7c1817996ffddd28a899cd2d495a80ff4,1080,2400,c33c5cc94c191c5c,8,16,True,1317,False,16,0.046875,234,923,4,af3f880b6de982bc6d981971e601a339c1670136cb4ad993a8231acbacc371f4,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1319,243,1318,6119,5,,,,"Create a document with the text ""The train does not leave at 12 AM"" in Polaris Office.",data/androidcontrol_1000/images/episode_6119/step_5.png,1c3f2903cda541255e054e6edae841297c1a69fb1f86121cc10db22995f54450,1080,2400,c8c30000996de0cc,8,16,True,1318,False,9,0.4375,953,4491,2,c0f05f2264f8387a08f94966c949ce8ba0bc457b589678216e072add3c1c8b61,False,False,,miss,False,False,False,False,False,True,False,False,False,False
1320,243,1319,6119,6,,,,"Create a document with the text ""The train does not leave at 12 AM"" in Polaris Office.",data/androidcontrol_1000/images/episode_6119/step_6.png,ca9db5bb6e8e1a1d295c021e097b8466d16482daa4ea5d1c206c3a7c502199ec,1080,2400,88c900009929e4cc,8,16,True,1319,False,6,0.6484375,1319,6119,5,1c3f2903cda541255e054e6edae841297c1a69fb1f86121cc10db22995f54450,True,True,,miss,False,False,False,False,True,True,False,False,False,False
