dimension,value,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
episode_id,3871,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.125, ""median"": 0.125, ""p90"": 0.125, ""min"": 0.125, ""max"": 0.125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.009283819628647215, ""min"": 0.009283819628647215, ""max"": 0.009283819628647215, ""std"": 0.0}",
episode_id,3871,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.125, ""median"": 0.125, ""p90"": 0.125, ""min"": 0.125, ""max"": 0.125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0033156498673740055, ""median"": 0.0033156498673740055, ""p90"": 0.0033156498673740055, ""min"": 0.0033156498673740055, ""max"": 0.0033156498673740055, ""std"": 0.0}",
episode_id,3871,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.125, ""median"": 0.125, ""p90"": 0.125, ""min"": 0.125, ""max"": 0.125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,3871,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.125, ""median"": 0.125, ""p90"": 0.125, ""min"": 0.125, ""max"": 0.125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,4191,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.021883289124668436, ""median"": 0.021883289124668436, ""p90"": 0.021883289124668436, ""min"": 0.021883289124668436, ""max"": 0.021883289124668436, ""std"": 0.0}",
episode_id,4191,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.015251989389920425, ""median"": 0.015251989389920425, ""p90"": 0.015251989389920425, ""min"": 0.015251989389920425, ""max"": 0.015251989389920425, ""std"": 0.0}",
episode_id,4191,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007294429708222812, ""median"": 0.007294429708222812, ""p90"": 0.007294429708222812, ""min"": 0.007294429708222812, ""max"": 0.007294429708222812, ""std"": 0.0}",
episode_id,4191,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.005305039787798408, ""min"": 0.005305039787798408, ""max"": 0.005305039787798408, ""std"": 0.0}",
episode_id,4191,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,4211,final,0.005,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.046087533156498675, ""median"": 0.027519893899204246, ""p90"": 0.0913793103448276, ""min"": 0.015251989389920425, ""max"": 0.11405835543766578, ""std"": 0.040310721488189476}",0.7799028647193791
episode_id,4211,final,0.01,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.03033819628647215, ""median"": 0.016578249336870025, ""p90"": 0.06200265251989391, ""min"": 0.009283819628647215, ""max"": 0.07891246684350132, ""std"": 0.028516034600324064}",0.7482708805131086
episode_id,4211,final,0.03,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.009781167108753316, ""median"": 0.005636604774535809, ""p90"": 0.018965517241379314, ""min"": 0.0033156498673740055, ""max"": 0.02453580901856764, ""std"": 0.008574337228770391}",0.6745804719195467
episode_id,4211,final,0.05,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.003315649867374005, ""median"": 0.001989389920424403, ""p90"": 0.007294429708222813, ""min"": 0.0, ""max"": 0.009283819628647215, ""std"": 0.0035710641957125357}",0.7738781487066881
episode_id,4211,final,0.1,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.0004973474801061008, ""median"": 0.0, ""p90"": 0.0013925729442970825, ""min"": 0.0, ""max"": 0.001989389920424403, ""std"": 0.000861431104560118}",0.6164349858142901
episode_id,4311,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.02586206896551724, ""median"": 0.02586206896551724, ""p90"": 0.02586206896551724, ""min"": 0.02586206896551724, ""max"": 0.02586206896551724, ""std"": 0.0}",
episode_id,4311,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.017241379310344827, ""median"": 0.017241379310344827, ""p90"": 0.017241379310344827, ""min"": 0.017241379310344827, ""max"": 0.017241379310344827, ""std"": 0.0}",
episode_id,4311,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.006631299734748011, ""median"": 0.006631299734748011, ""p90"": 0.006631299734748011, ""min"": 0.006631299734748011, ""max"": 0.006631299734748011, ""std"": 0.0}",
episode_id,4311,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0033156498673740055, ""median"": 0.0033156498673740055, ""p90"": 0.0033156498673740055, ""min"": 0.0033156498673740055, ""max"": 0.0033156498673740055, ""std"": 0.0}",
episode_id,4311,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,4331,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.006631299734748011, ""median"": 0.006631299734748011, ""p90"": 0.006631299734748011, ""min"": 0.006631299734748011, ""max"": 0.006631299734748011, ""std"": 0.0}",
episode_id,4331,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.003978779840848806, ""median"": 0.003978779840848806, ""p90"": 0.003978779840848806, ""min"": 0.003978779840848806, ""max"": 0.003978779840848806, ""std"": 0.0}",
episode_id,4331,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,4331,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,4331,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,4571,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.005305039787798408, ""min"": 0.005305039787798408, ""max"": 0.005305039787798408, ""std"": 0.0}",
episode_id,4571,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,4571,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,4571,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,4571,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,4591,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,4591,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,4591,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,4591,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,4591,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,4733,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.003978779840848806, ""median"": 0.003978779840848806, ""p90"": 0.003978779840848806, ""min"": 0.003978779840848806, ""max"": 0.003978779840848806, ""std"": 0.0}",
episode_id,4733,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,4733,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,4733,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,4733,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,4954,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,4954,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,4954,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,4954,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,4954,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,5054,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.004641909814323607, ""median"": 0.004641909814323607, ""p90"": 0.004641909814323607, ""min"": 0.004641909814323607, ""max"": 0.004641909814323607, ""std"": 0.0}",
episode_id,5054,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,5054,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,5054,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,5054,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,5174,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,5174,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,5174,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,5174,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,5174,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,542,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.012599469496021221, ""median"": 0.012599469496021221, ""p90"": 0.012599469496021221, ""min"": 0.012599469496021221, ""max"": 0.012599469496021221, ""std"": 0.0}",
episode_id,542,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.006631299734748011, ""median"": 0.006631299734748011, ""p90"": 0.006631299734748011, ""min"": 0.006631299734748011, ""max"": 0.006631299734748011, ""std"": 0.0}",
episode_id,542,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,542,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,542,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,5475,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.02774234693877551, ""median"": 0.02774234693877551, ""p90"": 0.03871173469387755, ""min"": 0.01403061224489796, ""max"": 0.04145408163265306, ""std"": 0.013711734693877549}",1.0
episode_id,5475,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.016581632653061226, ""median"": 0.016581632653061226, ""p90"": 0.021173469387755103, ""min"": 0.010841836734693877, ""max"": 0.022321428571428572, ""std"": 0.005739795918367347}",0.9999999999999998
episode_id,5475,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.005739795918367346, ""median"": 0.005739795918367346, ""p90"": 0.0067602040816326535, ""min"": 0.004464285714285714, ""max"": 0.00701530612244898, ""std"": 0.0012755102040816328}",1.0
episode_id,5475,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.002551020408163265, ""median"": 0.002551020408163265, ""p90"": 0.002551020408163265, ""min"": 0.002551020408163265, ""max"": 0.002551020408163265, ""std"": 0.0}",
episode_id,5475,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,5655,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.057692307692307696, ""median"": 0.057692307692307696, ""p90"": 0.07732095490716182, ""min"": 0.033156498673740056, ""max"": 0.08222811671087533, ""std"": 0.02453580901856764}",1.0
episode_id,5655,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.03647214854111406, ""median"": 0.03647214854111406, ""p90"": 0.049734748010610084, ""min"": 0.01989389920424403, ""max"": 0.05305039787798409, ""std"": 0.016578249336870028}",1.0
episode_id,5655,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.01259946949602122, ""median"": 0.01259946949602122, ""p90"": 0.01843501326259947, ""min"": 0.005305039787798408, ""max"": 0.01989389920424403, ""std"": 0.007294429708222812}",1.0000000000000002
episode_id,5655,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.00596816976127321, ""median"": 0.00596816976127321, ""p90"": 0.007559681697612733, ""min"": 0.003978779840848806, ""max"": 0.007957559681697613, ""std"": 0.001989389920424403}",1.0
episode_id,5655,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.0003315649867374005, ""median"": 0.0003315649867374005, ""p90"": 0.0005968169761273209, ""min"": 0.0, ""max"": 0.000663129973474801, ""std"": 0.0003315649867374005}",1.0
episode_id,5696,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
