dimension,value,feature_boundary,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.14456233421750664, ""median"": 0.14456233421750664, ""p90"": 0.16047745358090187, ""min"": 0.1246684350132626, ""max"": 0.16445623342175067, ""std"": 0.019893899204244038}",1.0
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.11273209549071618, ""median"": 0.11273209549071618, ""p90"": 0.12228116710875331, ""min"": 0.10079575596816977, ""max"": 0.1246684350132626, ""std"": 0.011936339522546413}",1.0
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.05039787798408488, ""median"": 0.05039787798408488, ""p90"": 0.05676392572944297, ""min"": 0.042440318302387266, ""max"": 0.058355437665782495, ""std"": 0.007957559681697614}",1.0
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.03978779840848806, ""median"": 0.03978779840848806, ""p90"": 0.04403183023872679, ""min"": 0.034482758620689655, ""max"": 0.04509283819628647, ""std"": 0.005305039787798407}",1.0
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.015915119363395226, ""median"": 0.015915119363395226, ""p90"": 0.02015915119363395, ""min"": 0.010610079575596816, ""max"": 0.021220159151193633, ""std"": 0.005305039787798408}",1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.5411140583554377, ""median"": 0.5411140583554377, ""p90"": 0.6005305039787798, ""min"": 0.46684350132625996, ""max"": 0.6153846153846154, ""std"": 0.07427055702917773}",-1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.4442970822281167, ""median"": 0.4442970822281167, ""p90"": 0.47294429708222807, ""min"": 0.40848806366047746, ""max"": 0.48010610079575594, ""std"": 0.03580901856763924}",-0.9999999999999999
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.3129973474801061, ""median"": 0.3129973474801061, ""p90"": 0.31511936339522545, ""min"": 0.3103448275862069, ""max"": 0.3156498673740053, ""std"": 0.0026525198938991967}",1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.259946949602122, ""median"": 0.259946949602122, ""p90"": 0.26206896551724135, ""min"": 0.2572944297082228, ""max"": 0.2625994694960212, ""std"": 0.0026525198938991967}",1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.17639257294429708, ""median"": 0.17639257294429708, ""p90"": 0.17745358090185676, ""min"": 0.17506631299734748, ""max"": 0.17771883289124668, ""std"": 0.0013262599469495984}",1.0
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.09018567639257294, ""median"": 0.09018567639257294, ""p90"": 0.09018567639257294, ""min"": 0.09018567639257294, ""max"": 0.09018567639257294, ""std"": 0.0}",
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07161803713527852, ""median"": 0.07161803713527852, ""p90"": 0.07161803713527852, ""min"": 0.07161803713527852, ""max"": 0.07161803713527852, ""std"": 0.0}",
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03713527851458886, ""median"": 0.03713527851458886, ""p90"": 0.03713527851458886, ""min"": 0.03713527851458886, ""max"": 0.03713527851458886, ""std"": 0.0}",
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.029177718832891247, ""median"": 0.029177718832891247, ""p90"": 0.029177718832891247, ""min"": 0.029177718832891247, ""max"": 0.029177718832891247, ""std"": 0.0}",
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.27586206896551724, ""median"": 0.27586206896551724, ""p90"": 0.27586206896551724, ""min"": 0.27586206896551724, ""max"": 0.27586206896551724, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.22811671087533156, ""median"": 0.22811671087533156, ""p90"": 0.22811671087533156, ""min"": 0.22811671087533156, ""max"": 0.22811671087533156, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.16180371352785147, ""median"": 0.16180371352785147, ""p90"": 0.16180371352785147, ""min"": 0.16180371352785147, ""max"": 0.16180371352785147, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.13793103448275862, ""median"": 0.13793103448275862, ""p90"": 0.13793103448275862, ""min"": 0.13793103448275862, ""max"": 0.13793103448275862, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.11140583554376658, ""median"": 0.11140583554376658, ""p90"": 0.11140583554376658, ""min"": 0.11140583554376658, ""max"": 0.11140583554376658, ""std"": 0.0}",
episode_id,1003,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.10610079575596817, ""median"": 0.10610079575596817, ""p90"": 0.10610079575596817, ""min"": 0.10610079575596817, ""max"": 0.10610079575596817, ""std"": 0.0}",
episode_id,1003,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07427055702917772, ""median"": 0.07427055702917772, ""p90"": 0.07427055702917772, ""min"": 0.07427055702917772, ""max"": 0.07427055702917772, ""std"": 0.0}",
episode_id,1003,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.050397877984084884, ""median"": 0.050397877984084884, ""p90"": 0.050397877984084884, ""min"": 0.050397877984084884, ""max"": 0.050397877984084884, ""std"": 0.0}",
episode_id,1003,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.042440318302387266, ""median"": 0.042440318302387266, ""p90"": 0.042440318302387266, ""min"": 0.042440318302387266, ""max"": 0.042440318302387266, ""std"": 0.0}",
episode_id,1003,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.029177718832891247, ""median"": 0.029177718832891247, ""p90"": 0.029177718832891247, ""min"": 0.029177718832891247, ""max"": 0.029177718832891247, ""std"": 0.0}",
episode_id,1144,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.058355437665782495, ""median"": 0.058355437665782495, ""p90"": 0.058355437665782495, ""min"": 0.058355437665782495, ""max"": 0.058355437665782495, ""std"": 0.0}",
episode_id,1144,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03978779840848806, ""median"": 0.03978779840848806, ""p90"": 0.03978779840848806, ""min"": 0.03978779840848806, ""max"": 0.03978779840848806, ""std"": 0.0}",
episode_id,1144,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.01856763925729443, ""median"": 0.01856763925729443, ""p90"": 0.01856763925729443, ""min"": 0.01856763925729443, ""max"": 0.01856763925729443, ""std"": 0.0}",
episode_id,1144,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013262599469496022, ""median"": 0.013262599469496022, ""p90"": 0.013262599469496022, ""min"": 0.013262599469496022, ""max"": 0.013262599469496022, ""std"": 0.0}",
episode_id,1144,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,1164,model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.054376657824933686, ""median"": 0.054376657824933686, ""p90"": 0.08090185676392574, ""min"": 0.021220159151193633, ""max"": 0.08753315649867374, ""std"": 0.033156498673740056}",1.0
episode_id,1164,model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.045092838196286476, ""median"": 0.045092838196286476, ""p90"": 0.06631299734748011, ""min"": 0.01856763925729443, ""max"": 0.07161803713527852, ""std"": 0.026525198938992047}",0.9999999999999998
episode_id,1164,model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.02519893899204244, ""median"": 0.02519893899204244, ""p90"": 0.03262599469496021, ""min"": 0.015915119363395226, ""max"": 0.034482758620689655, ""std"": 0.009283819628647215}",1.0
episode_id,1164,model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.010344827586206896, ""min"": 0.007957559681697613, ""max"": 0.010610079575596816, ""std"": 0.0013262599469496018}",1.0
episode_id,1164,model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,1324,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.09018567639257294, ""median"": 0.09018567639257294, ""p90"": 0.09018567639257294, ""min"": 0.09018567639257294, ""max"": 0.09018567639257294, ""std"": 0.0}",
episode_id,1324,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07161803713527852, ""median"": 0.07161803713527852, ""p90"": 0.07161803713527852, ""min"": 0.07161803713527852, ""max"": 0.07161803713527852, ""std"": 0.0}",
episode_id,1324,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03713527851458886, ""median"": 0.03713527851458886, ""p90"": 0.03713527851458886, ""min"": 0.03713527851458886, ""max"": 0.03713527851458886, ""std"": 0.0}",
episode_id,1324,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.029177718832891247, ""median"": 0.029177718832891247, ""p90"": 0.029177718832891247, ""min"": 0.029177718832891247, ""max"": 0.029177718832891247, ""std"": 0.0}",
episode_id,1324,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
episode_id,1404,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.08753315649867374, ""median"": 0.08753315649867374, ""p90"": 0.08753315649867374, ""min"": 0.08753315649867374, ""max"": 0.08753315649867374, ""std"": 0.0}",
episode_id,1404,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.05570291777188329, ""median"": 0.05570291777188329, ""p90"": 0.05570291777188329, ""min"": 0.05570291777188329, ""max"": 0.05570291777188329, ""std"": 0.0}",
episode_id,1404,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.029177718832891247, ""median"": 0.029177718832891247, ""p90"": 0.029177718832891247, ""min"": 0.029177718832891247, ""max"": 0.029177718832891247, ""std"": 0.0}",
episode_id,1404,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.023872679045092837, ""median"": 0.023872679045092837, ""p90"": 0.023872679045092837, ""min"": 0.023872679045092837, ""max"": 0.023872679045092837, ""std"": 0.0}",
episode_id,1404,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.007957559681697613, ""min"": 0.007957559681697613, ""max"": 0.007957559681697613, ""std"": 0.0}",
episode_id,1444,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.20424403183023873, ""median"": 0.20424403183023873, ""p90"": 0.20424403183023873, ""min"": 0.20424403183023873, ""max"": 0.20424403183023873, ""std"": 0.0}",
episode_id,1444,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.15915119363395225, ""median"": 0.15915119363395225, ""p90"": 0.15915119363395225, ""min"": 0.15915119363395225, ""max"": 0.15915119363395225, ""std"": 0.0}",
episode_id,1444,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.11405835543766578, ""median"": 0.11405835543766578, ""p90"": 0.11405835543766578, ""min"": 0.11405835543766578, ""max"": 0.11405835543766578, ""std"": 0.0}",
episode_id,1444,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.09549071618037135, ""median"": 0.09549071618037135, ""p90"": 0.09549071618037135, ""min"": 0.09549071618037135, ""max"": 0.09549071618037135, ""std"": 0.0}",
episode_id,1444,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0636604774535809, ""median"": 0.0636604774535809, ""p90"": 0.0636604774535809, ""min"": 0.0636604774535809, ""max"": 0.0636604774535809, ""std"": 0.0}",
episode_id,1564,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07427055702917772, ""median"": 0.07427055702917772, ""p90"": 0.07427055702917772, ""min"": 0.07427055702917772, ""max"": 0.07427055702917772, ""std"": 0.0}",
episode_id,1564,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.05570291777188329, ""median"": 0.05570291777188329, ""p90"": 0.05570291777188329, ""min"": 0.05570291777188329, ""max"": 0.05570291777188329, ""std"": 0.0}",
episode_id,1564,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.04774535809018567, ""median"": 0.04774535809018567, ""p90"": 0.04774535809018567, ""min"": 0.04774535809018567, ""max"": 0.04774535809018567, ""std"": 0.0}",
episode_id,1564,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03978779840848806, ""median"": 0.03978779840848806, ""p90"": 0.03978779840848806, ""min"": 0.03978779840848806, ""max"": 0.03978779840848806, ""std"": 0.0}",
episode_id,1564,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.01856763925729443, ""median"": 0.01856763925729443, ""p90"": 0.01856763925729443, ""min"": 0.01856763925729443, ""max"": 0.01856763925729443, ""std"": 0.0}",
episode_id,1904,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.11405835543766578, ""median"": 0.11405835543766578, ""p90"": 0.11405835543766578, ""min"": 0.11405835543766578, ""max"": 0.11405835543766578, ""std"": 0.0}",
episode_id,1904,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.058355437665782495, ""median"": 0.058355437665782495, ""p90"": 0.058355437665782495, ""min"": 0.058355437665782495, ""max"": 0.058355437665782495, ""std"": 0.0}",
episode_id,1904,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.042440318302387266, ""median"": 0.042440318302387266, ""p90"": 0.042440318302387266, ""min"": 0.042440318302387266, ""max"": 0.042440318302387266, ""std"": 0.0}",
episode_id,1904,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03183023872679045, ""median"": 0.03183023872679045, ""p90"": 0.03183023872679045, ""min"": 0.03183023872679045, ""max"": 0.03183023872679045, ""std"": 0.0}",
episode_id,1904,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
episode_id,1924,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.058355437665782495, ""median"": 0.058355437665782495, ""p90"": 0.058355437665782495, ""min"": 0.058355437665782495, ""max"": 0.058355437665782495, ""std"": 0.0}",
episode_id,1924,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03183023872679045, ""median"": 0.03183023872679045, ""p90"": 0.03183023872679045, ""min"": 0.03183023872679045, ""max"": 0.03183023872679045, ""std"": 0.0}",
episode_id,1924,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.021220159151193633, ""median"": 0.021220159151193633, ""p90"": 0.021220159151193633, ""min"": 0.021220159151193633, ""max"": 0.021220159151193633, ""std"": 0.0}",
