pair_id,layer_id,feature_boundary,feature_source,feature_token_count,visual_token_grid,processor_merge_size,alignment_method,threshold,feature_metric,feature_changed_ratio,pixel_changed_ratio,page_similarity,episode_id,step_id,app,task
pair_000022,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.4562334217506631,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000022,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.2864721485411141,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000022,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.23076923076923078,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000022,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.14854111405835543,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.17771883289124668,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.1246684350132626,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.07692307692307693,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.0636604774535809,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.050397877984084884,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.17506631299734748,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.1246684350132626,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.08488063660477453,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.06896551724137931,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.050397877984084884,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.16710875331564987,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.13262599469496023,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.10079575596816977,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.07161803713527852,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.058355437665782495,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.2413793103448276,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.19363395225464192,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.10875331564986737,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.09283819628647215,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.06631299734748011,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.23607427055702918,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.17771883289124668,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.11140583554376658,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.08222811671087533,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.04774535809018567,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.20689655172413793,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.15649867374005305,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.08222811671087533,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.058355437665782495,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.013262599469496022,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.13262599469496023,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.08222811671087533,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.03713527851458886,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.026525198938992044,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.013262599469496022,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.16976127320954906,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.1246684350132626,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.06896551724137931,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.04509283819628647,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.015915119363395226,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000031,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.17771883289124668,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000031,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.11936339522546419,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000031,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.07692307692307693,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000031,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.06631299734748011,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000031,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.029177718832891247,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000032,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.27586206896551724,0.0625,0.9375,2565,6,,switch to vimeo app and create a playlist name katty perry
pair_000032,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.22811671087533156,0.0625,0.9375,2565,6,,switch to vimeo app and create a playlist name katty perry
pair_000032,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.16180371352785147,0.0625,0.9375,2565,6,,switch to vimeo app and create a playlist name katty perry
pair_000032,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.13793103448275862,0.0625,0.9375,2565,6,,switch to vimeo app and create a playlist name katty perry
pair_000032,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.11140583554376658,0.0625,0.9375,2565,6,,switch to vimeo app and create a playlist name katty perry
pair_000033,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.08753315649867374,0.0546875,0.9453125,2646,5,,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app."
pair_000033,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.07692307692307693,0.0546875,0.9453125,2646,5,,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app."
pair_000033,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.04774535809018567,0.0546875,0.9453125,2646,5,,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app."
pair_000033,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.03978779840848806,0.0546875,0.9453125,2646,5,,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app."
pair_000033,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.029177718832891247,0.0546875,0.9453125,2646,5,,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app."
pair_000034,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.1989389920424403,0.03125,0.96875,2687,9,,"Search for Taj Place New Delhi check-in 25 July check-out 30 July for 2 adults , see Popular amenities and find the location"
pair_000034,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.14854111405835543,0.03125,0.96875,2687,9,,"Search for Taj Place New Delhi check-in 25 July check-out 30 July for 2 adults , see Popular amenities and find the location"
pair_000034,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.08488063660477453,0.03125,0.96875,2687,9,,"Search for Taj Place New Delhi check-in 25 July check-out 30 July for 2 adults , see Popular amenities and find the location"
pair_000034,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.058355437665782495,0.03125,0.96875,2687,9,,"Search for Taj Place New Delhi check-in 25 July check-out 30 July for 2 adults , see Popular amenities and find the location"
pair_000034,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.03713527851458886,0.03125,0.96875,2687,9,,"Search for Taj Place New Delhi check-in 25 July check-out 30 July for 2 adults , see Popular amenities and find the location"
pair_000035,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.16445623342175067,0.0546875,0.9453125,2727,3,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000035,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.1246684350132626,0.0546875,0.9453125,2727,3,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000035,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.058355437665782495,0.0546875,0.9453125,2727,3,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000035,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.04509283819628647,0.0546875,0.9453125,2727,3,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000035,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.021220159151193633,0.0546875,0.9453125,2727,3,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000036,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.1246684350132626,0.0234375,0.9765625,2727,4,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000036,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.10079575596816977,0.0234375,0.9765625,2727,4,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000036,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.042440318302387266,0.0234375,0.9765625,2727,4,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000036,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.034482758620689655,0.0234375,0.9765625,2727,4,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000036,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.010610079575596816,0.0234375,0.9765625,2727,4,,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles."
pair_000037,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.1724137931034483,0.03125,0.96875,2787,3,,Add a due date of November 15 on the Google Tasks app so that I can complete grocery shopping by this date.
pair_000037,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.1273209549071618,0.03125,0.96875,2787,3,,Add a due date of November 15 on the Google Tasks app so that I can complete grocery shopping by this date.
pair_000037,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.08222811671087533,0.03125,0.96875,2787,3,,Add a due date of November 15 on the Google Tasks app so that I can complete grocery shopping by this date.
pair_000037,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.0636604774535809,0.03125,0.96875,2787,3,,Add a due date of November 15 on the Google Tasks app so that I can complete grocery shopping by this date.
pair_000037,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.034482758620689655,0.03125,0.96875,2787,3,,Add a due date of November 15 on the Google Tasks app so that I can complete grocery shopping by this date.
pair_000038,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.06896551724137931,0.015625,0.984375,2928,9,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000038,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.058355437665782495,0.015625,0.984375,2928,9,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000038,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.03713527851458886,0.015625,0.984375,2928,9,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000038,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.023872679045092837,0.015625,0.984375,2928,9,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000038,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.010610079575596816,0.015625,0.984375,2928,9,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000039,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.10344827586206896,0.0625,0.9375,2928,13,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000039,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.0610079575596817,0.0625,0.9375,2928,13,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000039,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.026525198938992044,0.0625,0.9375,2928,13,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000039,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.021220159151193633,0.0625,0.9375,2928,13,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000039,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.002652519893899204,0.0625,0.9375,2928,13,,"Open the Todoist app and create a task for the Conference meeting at 10:00 a.m. on July 28, 2023."
pair_000040,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.4217506631299735,0.1171875,0.8828125,3008,6,,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport."
